Year,Month,Date,NumVisitors,annualGrowthRate
2018년,6월,2018-06-01,14.1562,0.05853410501443168
2018년,7월,2018-07-01,15.3523,0.006609185981706789
2018년,8월,2018-08-01,16.4137,0.0008292632361996954
2018년,9월,2018-09-01,13.5484,0.007503253392823872
2018년,10월,2018-10-01,13.2018,3.029981668611903e-05
2018년,11월,2018-11-01,15.4561,0.04601318336243421
2018년,12월,2018-12-01,17.5359,0.0861706937880542
2019년,1월,2019-01-01,20.8075,0.052877925363693956
2019년,2월,2019-02-01,18.4399,0.15142867847241304
2019년,3월,2019-03-01,14.4519,0.006091448302748548
2019년,4월,2019-04-01,11.8145,0.01963407266764472
2019년,5월,2019-05-01,11.1911,-0.08781096149457146
