Year,Month,Date,NumVisitors,annualGrowthRate
2018년,6월,2018-06-01,27.1848,0.535335279931775
2018년,7월,2018-07-01,25.2396,0.3039071338902406
2018년,8월,2018-08-01,32.0714,0.3308463182355747
2018년,9월,2018-09-01,22.7249,0.0642087122666692
2018년,10월,2018-10-01,30.3417,0.3808440243386291
2018년,11월,2018-11-01,29.3481,0.3098555718213303
2018년,12월,2018-12-01,32.4545,0.2622954645342212
2019년,1월,2019-01-01,38.8977,0.2297179385041445
2019년,2월,2019-02-01,38.3205,0.263073064131764
2019년,3월,2019-03-01,33.5612,0.2304432150228959
2019년,4월,2019-04-01,33.8085,0.2015032784263553
2019년,5월,2019-05-01,31.8326,0.1881870336569506
