Year,month,법무부_명수,법무부_전년대비,일본_명수,일본_전년대비,중국_명수,중국_전년대비,베트남_명수,베트남_전년대비,태국_명수,태국_전년대비,필리핀_명수,필리핀_전년대비,홍콩_명수,홍콩_전년대비,대만_명수,대만_전년대비,마카오_명수,마카오_전년대비,싱가폴_명수,싱가폴_전년대비,말레이시아_명수,말레이시아_전년대비,인도네시아_명수,인도네시아_전년대비,캄보디아_명수,캄보디아_전년대비,라오스_명수,라오스_전년대비,튀르키예_명수,튀르키예_전년대비,인도_명수,인도_전년대비,몽골_명수,몽골_전년대비,미얀마_명수,미얀마_전년대비,이스라엘_명수,이스라엘_전년대비,몰디브_명수,몰디브_전년대비,스리랑카_명수,스리랑카_전년대비,사이프러스_명수,사이프러스_전년대비,부탄_명수,부탄_전년대비,요르단_명수,요르단_전년대비,네팔_명수,네팔_전년대비,예멘_명수,예멘_전년대비
2009년,1월,812901,-0.386,129756,-0.5222234086816921,238000,-0.44213302080281275,30934,-0.3447435870278972,56484,-0.5230076762626987,54753,-0.21243635108311043,58451,-0.426,16057,-0.5096200830686538,18489,-0.48035413153456996,25516,-0.4940513959390863,23690,-0.09635337198657312,17339,-0.476,22524,-0.382430357534547,2222,,5730,-0.6042271031910484,17128,-0.40546357041202397,38272,-0.11807539865425387,1190,-0.4426229508196722,1500,-0.7364722417427969,523,,376,-0.4031746031746032,0,-,49,-0.4948453608247423,9119,-0.372401927047488,1208,-0.5489171023151606,,
,2월,753642,-0.335,106929,-0.5447427578807541,277900,-0.30099480588079935,39271,-0.17298094134989994,57782,-0.4212192239116934,42091,-0.2593785191441441,54222,-0.438,16897,-0.4152073094760158,15849,-0.5294519327830889,27387,-0.33199180447826726,19693,-0.25974514152539185,24258,-0.072,22045,-0.29336154117383084,1433,,4819,-0.49512833944473544,,,,,1093,-0.22206405693950182,1800,-0.7123221991369666,768,,290,-0.27860696517412936,0,-,,,,,1046,-0.2612994350282486,,
,3월,702043,-0.286,108350,-0.4220531913758708,242700,-0.3054959394261971,32572,-0.30307893103964734,49867,-0.4190703634669152,38116,-0.21882237206156618,44204,-0.392,14458,-0.3209656208904753,13482,-0.39860826121866355,20759,-0.47687926820048887,16471,-0.24306066176470587,20387,-0.308,19370,-0.35145813104764456,1394,,6063,-0.3577330508474576,,,,,909,-0.3417813178855902,2300,-0.3261060650454146,978,,429,0.375,0,-,,,,,788,-0.34168755221386804,,
,4월,734681,-0.284,113313,-0.4440317547543815,264300,-0.2828672286874815,31285,-0.24569017480409883,45094,-0.4127161908730986,39083,-0.13879952404036844,50589,-0.275,13294,-0.3860718573935532,16279,-0.15054268419954075,21323,-0.37185529959347197,18122,-0.1463563992651562,21651,-0.089,16744,-0.3251108424022572,974,,7718,-0.40658157773335385,13604,-0.1346606449971376,,,739,-0.01859229747675961,1600,-0.6162149196449987,1264,,134,-0.6666666666666666,25,-,,,,,1050,0.729818780889621,,
,5월,737396,-0.33,117897,-0.48526259261361404,269000,-0.2931302243326125,37659,-0.021310325112398942,42883,-0.45575114540631784,40392,-0.18360417171962162,48796,-0.436,14163,-0.3909958720330238,17414,-0.3361543153400427,21854,-0.39981324837965504,17520,-0.21984236540944913,20851,-0.323,13269,-0.3322093608454957,1036,,7080,-0.4418604651162791,,,,,756,0.29674099485420236,1200,-0.6075866579463701,1985,,252,-0.125,0,-,,,,,492,-0.2300469483568075,,
,6월,731137,-0.272,104237,-0.4672571437332938,245800,-0.19337636638696276,24956,0.0303455678956277,42813,-0.44567877257719946,38065,-0.2778547172316974,42923,-0.415,13327,-0.43149048715979865,13704,-0.3603435399551904,20991,-0.4168842713484082,16934,-0.16778061725968152,22183,-0.244,12393,-0.32018650575973673,941,,7658,-0.21140974153022346,,,,,905,0.14993646759847512,1900,0.000526592943654555,1417,,231,-0.18947368421052632,35,-,,,,,771,0.551307847082495,,
,7월,996695,-0.123,170240,-0.2845465586874388,312000,-0.04640813731722826,23906,-0.2631384273957402,58970,-0.26397903145282076,49083,-0.15232371379721255,59359,-0.244,14367,-0.2153468050245767,20400,-0.10636060977746631,30389,-0.23287221689301763,22297,-0.18955364931666185,26714,-0.036,17384.1817,-0.10712985618900872,2340,,10706,-0.05038140855064751,20229,-0.025061448744517767,,,1186,0.20406091370558377,1800,0.025056947608200455,763,,488,0.0772626931567329,0,-,,,,,1310,0.028257456828885363,,
,8월,1041527,-0.105,190987,-0.23036904502849037,351500,0.028905964141968443,36386,-0.2691519704334552,64965,-0.23884007029876977,47185,-0.10639546995435867,66398,-0.245,13886,-0.3803659080767514,25727,-0.15413447312181494,32332,-0.2363361519202608,23305,-0.15171259054344266,25550,-0.21,18170,-0.1671250458379171,1574,,10350,-0.01653363740022805,,,,,1236,0.13083257090576406,1700,-0.13880445795339413,878,,380,0.12094395280235988,0,-,,,,,1052,0.20780711825487952,,
,9월,658487,-0.196,105470,-0.3388414209863155,233600,-0.14473587862279047,25389,-0.16530229805700758,28467,-0.2550051032425218,25114,-0.3206005681049642,36080,-0.348,11630,-0.2929231517509727,11891,-0.29110528198402286,15714,-0.3936096318592267,13743,-0.26180372777568883,14100,-0.396,15156,0.031090550377576687,1096,,7155,-0.096932979931844,,,,,946,0.33994334277620397,2300,-0.07370116794200564,1442,,218,0.009259259259259259,0,-,,,,,658,0.25095057034220525,,
,10월,714880,-0.234,131195,-0.30512595072138304,255700,-0.23598661407912036,15109,-0.5542804885243967,38512,-0.3550483144373922,26649,-0.40789210567245093,42211,-0.368,10817,-0.37804737810487576,13724,-0.30997033536125496,16069,-0.480472033624313,14228,-0.2611517889598588,20661,-0.31,10274,-0.44335482472774557,1315,,7727,-0.14048943270300335,19524,0.3697207801318929,,,960,0.17647058823529416,1900,-0.36666666666666664,2032,,372,-0.10144927536231885,0,-,,,,,1120,0.04283054003724396,,
,11월,721940,0.021,130371,0.10937047941591926,236700,-0.006793415548067894,29917,0.22811986863710998,52109,-0.050041929485543445,40780,-0.08237888436353813,48428,-0.137,12617,-0.11266615092481891,15144,0.007718924673941974,19620,-0.19738187768459803,20816,0.201639438896265,20200,-0.248,12086,-0.2698604482571135,1513,,6168,-0.12299161097682354,,,,,1462,0.7139507620164127,1600,-0.4074074074074074,2673,,292,-0.029900332225913623,0,-,,,,,1109,0.3409915356711004,,
,12월,888782,0.331,178027,0.6483676228217996,270300,0.24005046450280987,34731,0.06123384361536344,80281,1.418612358027295,56625,0.09327335212572896,67033,0.139,16128,0.32142564522736583,22664,0.3853300733496332,20033,-0.10198135198135194,20493,0.0978784956605594,21654,-0.108,18310,0.21386900026518174,2038,,7974,0.6303414434675936,,,,,1126,0.29128440366972486,1300,0.08333333333333333,1403,,233,-0.09689922480620156,0,-,,,,,1188,0.2505263157894737,,
2010년,1월,1118261,0.376,232053,0.7883797281050587,315200,0.3243697478991596,43041,0.3913816512575159,92186,0.6320727993768147,71906,0.3132796376454259,82126,0.405,18078,0.1258641091112911,30302,0.6389204391800529,39437,0.5455792443956733,28250,0.19248628113127908,27663,0.695,84062,0.31472184425780814,3228,0.4527452745274527,10095,0.7617801047120419,29536,0.7244278374591313,1599,-0.604933110367893,1951,0.6394957983193277,5800,2.8666666666666667,1128,1.1567877629063097,591,0.5718085106382979,0,-,182,2.7142857142857144,13479,0.47812260116240823,2261,0.8716887417218544,,
,2월,908103,0.205,197784,0.8496759532025924,283400,0.019791291831594116,44284,0.12765144763311342,74089,0.2822159149908276,50756,0.20586348625596917,72873,0.344,18063,0.0690063324850565,27608,0.7419395545460281,29589,0.08040311096505648,23966,0.217,20562,-0.148,,,1871,0.3056524773203071,7650,0.5874662793110604,,,,,1063,-0.027447392497712664,4100,1.2777777777777777,772,0.005208333333333259,441,0.5206896551724138,0,-,,,,,1272,0.21606118546845132,,
,3월,950185,0.353,169295,0.5624826949700046,334500,0.3782447466007417,45722,0.4037209873510992,75386,0.5117412316762588,52060,0.3658306223108405,70336,0.5911682200705819,18603,0.2866924885876332,25243,0.8723483162735499,30113,0.45059973987186286,18975,0.152,22649,0.184,,,2020,0.449067431850789,9768,0.6110836219693221,,,,,1560,0.7161716171617161,4000,0.7391304347826086,1442,0.47443762781186094,360,-0.16083916083916083,50,-,,,,,1325,0.6814720812182742,,
,4월,935904,0.274,189582,0.6730825236292394,336500,0.27317442300416195,43152,0.3793191625379575,51901,0.15095134607708344,48128,0.23143054524985285,65361,0.29200023720571666,15789,0.18767865202346923,25268,0.5521837950734074,24785,0.1623598930732073,20040,0.106,20049,-0.018,41393,0.3791690267550727,1962,1.0143737166324436,12184,0.5786473179580202,21411,0.5738753307850633,13521,,1175,0.5899864682002707,4300,1.6875,2194,0.735759493670886,246,0.835820895522388,0,-1,,,,,1263,0.20285714285714285,,
,5월,1023815,0.388,201484,0.708983265053394,351200,0.30557620817843856,40716,0.0811758145463235,44447,0.03647132896485787,56566,0.40042582689641515,70554,0.4458972046889089,19286,0.36171715032125973,25341,0.4552084529688756,32161,0.4716299075684085,20047,0.144,24041,0.217,,,1615,0.5588803088803089,12320,0.7401129943502824,,,,,1367,0.8082010582010581,2800,1.3333333333333335,4942,1.4896725440806047,247,-0.01984126984126984,0,-,,,,,423,-0.1402439024390244,,
,6월,997597,0.364,179088,0.7180847491773554,341000,0.38730675345809606,35448,0.4204199390928034,44454,0.03832947936374466,54201,0.4239064757651385,58162,0.3550311022062764,17023,0.27733173257297206,21332,0.5566258026853474,30033,0.4307560383021294,19788,0.169,24066,0.176,65326,0.3624575560819667,1912,1.0318809776833158,10195,0.33128754243927916,,,,,1379,0.5237569060773481,3000,0.5789473684210527,1517,0.07057163020465773,303,0.3116883116883117,0,-1,,,,,499,-0.35278858625162124,,
,7월,1223723,0.228,236092,0.3868186090225564,387100,0.24070512820512824,36827,0.5404919267129591,63314,0.07366457520773274,72731,0.48179614123016123,76011,0.2805303323843056,17172,0.19523908958028824,28590,0.401470588235294,32673,0.07515877455658293,30500,0.368,26961,0.106,,,2822,0.20598290598290592,12250,0.1442181954044461,23992,0.18602007019625288,21658,,1714,0.44519392917369305,3100,0.7222222222222223,969,0.2699868938401049,443,-0.09221311475409837,16,-,,,,,1282,-0.021374045801526687,,
,8월,1235742,0.186,246882,0.2926638985899564,416300,0.1843527738264581,42328,0.1633045676908702,69738,0.07347033017778803,68047,0.4421320334852177,90091,0.35683303713967285,19934,0.43554659369148774,36071,0.402067866443814,34169,0.05681677594952372,27108,0.163,27256,0.151,,,2935,0.8646759847522236,11252,0.08714975845410627,,,,,1724,0.3948220064724919,1900,0.11764705882352944,943,0.07403189066059235,456,0.2,0,-,,,,,1353,0.2861216730038023,,
,9월,1013123,0.539,193975,0.839148573053949,324900,0.3908390410958904,33861,0.3336878175587854,59148,1.0777742649383497,57618,1.2942581826869475,74638,1.0686807095343682,17953,0.5436801375752365,29475,1.4787654528635104,25665,0.6332569683085147,17292,0.258,18955,0.448,16631,0.09732119292689356,2179,0.9881386861313868,10073,0.40782669461914745,,,,,1281,0.35412262156448193,2400,0.04347826086956519,1243,-0.13800277392510407,233,0.06880733944954129,77,-,,,,,1001,0.5212765957446808,,
,10월,1055581,0.477,193829,0.47741148671824385,372900,0.45834962847086436,39197,1.5942815540406379,71717,0.8621987951807228,59991,1.251153889451762,66466,0.5746132524697354,17103,0.5811223074789682,21931,0.5980034975225881,29009,0.804,14943,0.05,25020,0.278,82290,1.0233587410867964,2158,0.6410646387832699,11386,0.47353436003623656,20647,0.05751895103462412,5453,,1655,0.7239583333333333,3200,0.6842105263157894,4102,1.018700787401575,224,-0.3978494623655914,0,-,,,,,1412,0.2607142857142857,,
,11월,1004902,0.392,197244,0.513,318600,0.3459,45797,1.168,77298,0.48339058511965305,67393,0.6525993133889161,74845,0.545,19532,0.5481,26832,0.772,27814,0.4176350662589195,22000,0.057,23019,0.174,,,2305,0.5234633179114343,8678,0.4069390402075227,,,,,1952,0.33515731874145005,2300,0.4375,3898,0.45828656939768053,458,0.5684931506849316,0,-,,,,,1607,0.4490532010820558,,
,12월,1021428,0.149,202508,0.137,294800,0.0906,45529,0.994,81767,0.018509983682315864,81225,0.43443708609271514,89561,0.336,18365,0.139,33775,0.49,25255,0.26066989467378826,21143,0.031718147660176645,21544,0.061,,,2305,0.13101079489695788,7464,-0.06395786305492852,,,,,2109,0.8730017761989344,1400,0.07692307692307687,1658,0.18175338560228083,424,0.8197424892703863,0,-,,,,,1453,0.22306397306397296,,
2011년,1월,1268007,0.134,268368,0.15649442153301185,323200,0.025380710659898442,51794,0.2033642341023676,116450,0.26320699455448765,92249,0.28291102272411206,102546,0.249,24316,0.3078,42127,0.39,41070,0.04140781499606968,27995,-0.009026548672566359,27432,-0.007,198780,0.9597595331522286,4254,0.3178438661710037,13131,0.30074294205052005,30322,0.026611592632719283,5161,2.227642276422764,2608,0.3367503844182471,6200,0.06896551724137923,1154,0.023049645390070816,727,0.23011844331641285,0,-,407,1.2362637362637363,17859,0.3249499221010461,2720,0.20300751879699241,316,
,2월,1091628,0.20209711893915117,231640,0.17117663713950573,320800,0.132,50718,0.14528949507722877,96958,0.30866930313541824,73619,0.4504492079754119,90597,0.24321765262854544,23190,0.28383989370536455,39332,0.42465951898000576,36810,0.2440433945047146,18144,-0.24292748059751312,24731,0.2027526505203774,,,3209,0.7151256012827365,9548,0.2481045751633987,,,,,1847,0.7375352775164628,4100,0,1147,0.4857512953367875,405,-0.08163265306122448,24,-,,,,,1652,0.2987421383647799,,
,3월,868694,-0.08576329872603757,89121,-0.47357571103694734,308800,-0.077,41462,-0.09317177726258696,75395,0.00011938556230599846,62530,0.2011140991164042,66392,-0.056073703366697036,19531,0.04988442724291775,24971,-0.010775264429742859,29619,-0.01640487497094278,16505,-0.13017127799736494,22637,-0.000529824716323013,,,2305,0.141089108910891,11317,0.15857903357903358,,,,,2035,0.3044871794871795,2300,-0.42500000000000004,1257,-0.1282940360610264,471,0.30833333333333335,0,-1,,,,,1485,0.12075471698113205,,
,4월,867487,-0.07310258317092351,63790,-0.6635229082929814,348800,0.036552748885587016,43817,0.015410641453466711,69858,0.34598562648118536,57620,0.1972240691489362,74392,0.13817108061382166,18656,0.18158211413009062,25865,0.0236267215450372,28004,0.12987694169860803,15795,-0.21182634730538918,22239,0.10923238066736496,,,2198,0.12028542303771661,13025,0.06902495075508865,25322,0.18266311708934668,11039,-0.1835663042674358,1213,0.03234042553191485,1600,-0.627906976744186,1863,-0.15086599817684598,315,0.2804878048780488,26,-,,,,,1310,0.037212984956452866,,
,5월,1014409,-0.009187206673080586,84014,-0.583,384900,0.09595671981776766,38488,-0.054720502996365106,79706,0.7932818862915383,67289,0.1895661704911078,83827,0.18812540748929898,20413,0.058,31975,0.2617891953750839,33736,0.04897235782469451,19599,-0.022347483413977187,24317,0.011480387671061854,,,2024,0.25325077399380813,15305,0.24228896103896103,,,,,1551,0.1346013167520117,2300,-0.1785714285714286,3031,-0.386685552407932,328,0.32793522267206476,58,-,,,,,821,0.9408983451536643,,
,6월,1053658,0.05619603908191384,103817,-0.420301751094434,377900,0.10821114369501467,39407,0.11168472128187767,76993,0.7319701264228191,76262,0.4070220106640099,79869,0.3732161892644682,20161,0.1843388356928861,31114,0.4585599099943746,34233,0.13984616921386475,19086,-0.03547604608853849,25475,0.05854732818083597,,,2585,0.3519874476987448,13678,0.34163805787150564,,,,,1759,0.2755620014503264,2100,-0.30000000000000004,1869,0.23203691496374423,369,0.21782178217821782,0,-,,,,,678,0.3587174348697395,,
,7월,1241629,0.014632396383822155,140053,-0.40678633752943766,395400,0.021441487987600105,38948,0.0575936133814865,95806,0.513188236409009,93899,0.29104508393944806,89604,0.17882937995816395,17752,0.03377591427905893,35337,0.2359916054564533,40587,0.2422183454228262,29200,-0.042622950819672156,28607,0.061051147954452656,,,3541,0.2547838412473422,15702,0.28179591836734696,24562,0.02375791930643545,21983,0.015006002400960394,1973,0.15110851808634762,2500,-0.19354838709677424,1204,0.24251805985552122,707,0.5959367945823928,70,3.375,,,,,1588,0.2386895475819033,,
,8월,1247222,0.009289965057431081,147030,-0.404452329452937,420300,0.009608455440787894,52072,0.23020223020223018,112238,0.6094238435286358,91750,0.34833276999720786,104831,0.1636123475152901,21348,0.07093408247215813,45132,0.25119902414682155,44364,0.29836986742368815,29048,0.07156558949387626,26461,-0.02916788963897854,28765,,3418,0.164565587734242,14420,0.28154994667614647,,,,,1827,0.05974477958236668,2200,0.1578947368421053,1051,0.11452810180275708,462,0.013157894736842105,87,-,,,,,1208,-0.10716925351071693,,
,9월,1013507,0.000379026041260538,122436,-0.3688052584095889,336100,0.03447214527546937,23449,-0.30749239538111695,74198,0.25444647325353353,71683,0.24410774410774416,72652,-0.02660843002224068,17996,0.002395142873057428,26677,-0.09492790500424088,30112,0.17327099162283266,18150,0.04961832061068705,21590,0.13901345291479816,19836,0.1927124045457278,2341,0.07434603028912345,12891,0.27975776829147225,,,,,1487,0.16081186572989847,2300,-0.04166666666666663,1893,0.5229283990345936,281,0.20600858369098712,25,-0.6753246753246753,,,,,707,-0.29370629370629375,,
,10월,1032589,-0.02178136969119376,132259,-0.31765112547657987,368300,-0.012335746849021185,47888,0.22172615251167183,74602,0.04022756110824491,69962,0.16620826457301918,76859,0.15636566063852195,17859,0.04420277144360638,27391,0.24896265560165975,33594,0.15805439691130338,20263,0.3560195409221709,25507,0.019464428457234284,26237,0.15966703123101222,2751,0.27479147358665434,13845,0.21596697698928508,28474,0.3790865501041314,5811,0.06565193471483588,1718,0.03806646525679769,2300,-0.28125,4451,0.08508044856167718,547,1.4419642857142858,0,-,,,,,1827,0.2939093484419264,,
,11월,974255,-0.030497501248878,134009,-0.3205927683478331,307500,-0.03483992467043315,54729,0.19503460925388127,61784,-0.2007037698258687,82248,0.2204234861187364,81146,0.08418732046228873,20878,0.0689125537579357,30381,0.13226744186046513,33145,0.19166606744804773,24269,0.10313636363636358,28643,0.24431990963986272,31304,,2640,0.14533622559652937,8273,-0.0466697395713298,,,,,2148,0.10040983606557385,2500,0.08695652173913038,3919,0.005387378142637234,473,0.03275109170305677,0,-,,,,,1788,0.11263223397635347,,
,12월,1020648,-0.0007636367908457571,141536,-0.3010844016038873,293400,-0.0047489823609226595,52928,0.16251180566232515,72295,-0.11584135409150391,86093,0.05993228685749452,98281,0.09736380790745972,20802,0.1326980669752246,38505,0.14004441154700223,29605,0.1722431201742229,25374,0.20011351274653544,24545,0.13929632380245072,37888,,3450,0.4967462039045554,8808,0.18006430868167203,,,,,2358,0.11806543385490764,1400,0,2446,0.47527141133896267,400,-0.05660377358490566,0,-,,,,,1711,0.17756366139022717,,
2012년,1월,1200782,-0.0530162688376326,173000,-0.3553627854289632,297800,-0.07858910891089109,60624,0.17048306753678033,100202,-0.1395276942893946,102166,0.10750252035252417,110448,0.07705810075478321,25760,0.05938476723145254,46176,0.09611413107983004,45933,0.11840759678597516,29740,0.06233255938560457,29758,0.0847914843977835,256315,0.28944058758426405,53829,0.5505530591081922,12578,-0.042114081181935874,109469,0.007259845417740163,5078,-0.016082154621197442,3853,0.4773773006134969,4200,-0.32258064516129037,930,-0.19410745233968807,897,0.23383768913342504,0,-,630,0.547911547911548,18225,0.020493868637661672,2936,0.07941176470588229,241,-0.23734177215189878
,2월,1150334,0.05377839337210112,169025,-0.2703116905543084,336000,0.04738154613466334,81220,0.6014038408454592,102945,0.061748385899049074,89758,0.21922329833331067,110751,0.2224576972747442,23284,0.0040534713238464855,45441,0.1553188243669277,45397,0.23327900027166532,27922,0.5389109347442681,30175,0.22012858355909581,,,,,10718,0.12253875157100963,,,,,2639,0.42880346507850575,5500,0.3414634146341464,1600,0.3949433304272014,645,0.5925925925925926,0,-1,,,,,2173,0.3153753026634383,,
,3월,1018952,0.17296999864163906,150291,0.68637021577406,320400,0.03756476683937824,64484,0.5552554145964981,89463,0.18659062272033955,73107,0.16915080761234602,82981,0.24986444149897577,21571,0.10444933695151298,33965,0.3601778062552561,34077,0.1505114959991897,19315,0.17025143895789155,23263,0.02765384105667712,,,,,11971,0.0577891667403022,,,,,2310,0.1351351351351351,3400,0.4782608695652173,1799,0.43118536197295154,645,0.36942675159235666,0,-,,,,,1853,0.2478114478114477,,
,4월,1018645,0.17424814435259547,152323,1.3878821131838845,340900,-0.02264908256880734,68272,0.558116712691421,78638,0.12568352944544647,65312,0.1334953141270392,73401,-0.013321324873642328,19862,0.06464408233276157,28119,0.0871447902571042,31252,0.11598343093843737,18116,0.14694523583412472,23085,0.03804127883447994,,,,,14514,0.11431861804222648,,,10288,-0.06803152459461903,1867,0.5391591096455071,2900,0.8125,2225,0.19431025228126675,421,0.33650793650793653,0,-1,,,,,1360,0.03816793893129766,,
,5월,1096950,0.08136856041300895,157141,0.8704144547337348,368700,-0.042088854247856584,48409,0.2577686551652463,73476,-0.07816224625498708,66827,-0.006865906760391782,78574,-0.06266477387953762,20535,0.005976583549698721,31292,-0.021360437842064112,33018,-0.021282902537348825,19899,0.015306903413439462,25106,0.032446436649257615,,,,,15768,0.0302515517804639,,,,,1986,0.28046421663442933,2800,0.21739130434782616,1742,-0.42527218739689876,493,0.5030487804878049,0,-1,,,,,569,-0.30694275274056027,,
,6월,1109273,0.05278278150974984,152131,0.465376576090621,347200,-0.08123842286319131,46923,0.19072753571700463,89031,0.15635187614458457,77515,0.016430201148671664,75664,-0.05264871226633613,19831,-0.016368235702594117,29792,-0.042488911743909494,34394,0.004703064294686414,23261,0.21874672534842293,23272,-0.08647693817468105,,,,,13343,-0.024491884778476386,,,,,2300,0.3075611142694712,2300,0.09523809523809534,2358,0.261637239165329,433,0.17344173441734417,0,-,,,,,1109,0.635693215339233,,
,7월,1305418,0.05137524977267767,189701,0.35449436998850437,369300,-0.06600910470409711,51075,0.3113638697750847,104928,0.09521324342943031,103377,0.10093824215380365,88247,-0.015144413195839472,18976,0.06894997746732763,36030,0.019611172425503014,42524,0.04772464089486782,32326,0.10705479452054795,28279,-0.011465725172160712,,,,,15958,0.016303655585275762,,,23012,0.04680889778465169,2851,0.44500760263558026,1900,-0.24,1518,0.260797342192691,897,0.26874115983026875,81,0.15714285714285725,,,,,1444,-0.09068010075566746,,
,8월,1334651,0.07009898799091101,201764,0.3722641637761001,403400,-0.040209374256483466,59255,0.1379436165309571,120549,0.07404800513195174,101061,0.10148228882833799,109102,0.040741765317511044,21566,0.01021172943601274,48035,0.064322431977311,47383,0.0680506717158056,27402,-0.05666483062517213,24224,-0.08453951097842105,30895,0.07404832261428829,,,14729,0.02142857142857143,,,,,2612,0.42966611932129184,1800,-0.18181818181818177,1197,0.13891531874405327,708,0.5324675324675324,0,-1,,,,,1429,0.18294701986754958,,
,9월,1059709,0.045586266301071425,145742,0.1903525106994675,319200,-0.05028265397203213,46208,0.9705744381423516,84266,0.13569098897544407,73795,0.029463052606615303,76876,0.05814017508120905,19439,0.08018448544120915,32585,0.22146418262923118,31247,0.03769261424017003,22380,0.23305785123966943,22339,0.034691987031032934,19340,-0.025005041338979628,,,12380,-0.03964005895586068,,,,,2755,0.8527236045729658,1700,-0.26086956521739135,2292,0.21077654516640254,404,0.4377224199288256,0,-1,,,,,891,0.26025459688826036,,
,10월,1154742,0.11829779321685588,168150,0.2713690561700905,372200,0.010589193592180288,49695,0.037733879051119246,97324,0.3045762848181014,79519,0.13660272719476296,83248,0.08312624416138643,20839,0.1668626462847864,34502,0.25961082107261507,34713,0.03330951955706376,18270,-0.09835661057099146,24686,-0.03218724271768536,31132,0.18656858634752438,,,14038,0.013940050559768869,,,5982,0.029426948890036053,3414,0.9871944121071012,2300,0,3044,-0.3161087396090766,499,-0.08775137111517367,0,-,,,,,1527,-0.16420361247947457,,
,11월,1117550,0.14708161620930865,183557,0.36973636099067975,313500,0.01951219512195122,59774,0.09218147599992688,109837,0.7777579955975658,89656,0.09006905943001664,86841,0.07018214083257339,23001,0.10168598524762908,34686,0.1417004048582996,34014,0.02621813244833308,22469,-0.07416869257076929,25392,-0.11350068079460951,30259,-0.033382315359059556,,,11903,0.43877674362383656,,,,,3922,0.8258845437616387,2100,-0.16000000000000003,2819,-0.2806838479203878,871,0.8414376321353065,0,-,,,,,1570,-0.12192393736017892,,
,12월,1169970,0.1463011733722106,199950,0.41271478634411035,281200,-0.04158145875937287,64978,0.2277,112960,0.5624870322982226,109062,0.26679288676199,102325,0.04114732247331631,24425,0.17416594558215556,44150,0.14660433709907805,31232,0.05495693295051512,22877,-0.09840781902735084,24277,-0.010918720717050356,43550,0.14944045608108114,,,11184,0.26975476839237056,,,,,4296,0.8218829516539441,1300,-0.0714285714285714,2409,-0.015126737530662293,925,1.3125,0,-,,,,,1683,-0.016364699006429007,,
2013년,1월,1425900,0.18747616136817508,234456,0.35523699421965316,322500,0.08294157152451309,84283,0.3902579836368434,143799,0.43509111594578953,134994,0.3213202043732748,112089,0.01485767057800956,31129,0.20842391304347826,52668,0.1405925155925156,53193,0.15805629939259355,31178,0.04835238735709482,31708,0.06552859735197258,70770,0.10525720305093333,81799,0.5196083895298074,16530,0.31419939577039274,112619,0.028775269711059703,5375,0.05848759354076405,6565,0.7038671165325721,3700,-0.11904761904761907,1410,0.5161290322580645,1429,0.5930880713489409,0,-,596,-0.053968253968254,18683,0.025130315500685896,3265,0.11205722070844693,282,0.1701244813278009
,2월,1184807,0.02996781804241203,234390,0.3867179411329685,280900,-0.16398809523809524,72348,-0.10923417877370101,110734,0.07566176113458643,106122,0.1823124401167584,90724,-0.180829067006167,24129,0.03629101528946917,39380,-0.13338174776083273,40229,-0.11384012159393793,26397,-0.05461643148771578,25114,-0.1677216238608119,49330,,,,12534,0.16943459600671767,,,,,4480,0.6976127320954908,3700,-0.32727272727272727,1050,-0.34375,576,-0.10697674418604651,,,,,,,1535,-0.2936033133916245,,
,3월,1113946,0.09322715888481499,206946,0.3769686807593269,315000,-0.016853932584269662,67745,0.050570684200732074,96983,0.08405709622972625,87338,0.19465988209063423,79894,-0.037201287041611936,24252,0.12428723749478467,36786,0.08305608714853525,36755,0.0785867300525281,21920,0.134869272586073,25083,0.0782358251300348,41971,,,,14165,0.18327625093977112,,,,,4219,0.8264069264069265,2100,-0.38235294117647056,1882,0.04613674263479717,1349,1.0914728682170542,,,,,,,1431,-0.2277388019427955,,
,4월,1097420,0.07733312390479509,204229,0.34076272132245294,319900,-0.061601642710472276,55720,-0.1838528239981252,84569,0.07542155192146291,78141,0.1964263841254288,74355,0.012997098132178036,22332,0.12435807068774545,30616,0.08880116647106938,31296,0.001407909893766799,17485,-0.03483108854051667,23885,0.03465453757851411,28844,,,,17016,0.17238528317486565,,,10479,0.018565318818040355,3551,0.901981788966256,3000,0.034482758620689724,2569,0.15460674157303367,814,0.9334916864608076,,,,,,,1281,-0.05808823529411766,,
,5월,1185405,0.08063722138657185,228670,0.4551899249718406,324000,-0.12123677786818551,51101,0.0556094941023364,88950,0.2105993793891883,82794,0.23893037245424753,80457,0.023964670247155546,23154,0.12753834915997078,33113,0.05819378754953343,33857,0.0254103822157611,19612,-0.014422835318357707,22322,-0.11088982713295625,24339,,,,17788,0.12810755961440892,,,,,36119,0.4964782896917468,2200,-0.2142857142857143,2729,0.5665901262916189,705,0.4300202839756592,,,,,,,802,0.40949033391915646,,
,6월,1221491,0.10116355486881949,211465,0.39001912825130974,338400,-0.02534562211981567,54673,0.16516420518722152,95099,0.06815603553818333,95893,0.23708959556214926,77314,0.021806935927257347,21165,0.06726841813322576,33570,0.126812567132116,36409,0.05858579984881084,16624,-0.2853273719960449,26976,0.15916122378824338,24331,,,,14907,0.11721501911114442,,,,,,,1800,-0.21739130434782605,2452,0.0398642917726888,745,0.7205542725173211,,,,,,,849,-0.2344454463480613,,
