Year,month,법무부_명수,법무부_전년대비,일본_명수,일본_전년대비,중국_명수,중국_전년대비,베트남_명수,베트남_전년대비,태국_명수,태국_전년대비,필리핀_명수,필리핀_전년대비,홍콩_명수,홍콩_전년대비,대만_명수,대만_전년대비,마카오_명수,마카오_전년대비,싱가폴_명수,싱가폴_전년대비,말레이시아_명수,말레이시아_전년대비,인도네시아_명수,인도네시아_전년대비,캄보디아_명수,캄보디아_전년대비,라오스_명수,라오스_전년대비,튀르키예_명수,튀르키예_전년대비,인도_명수,인도_전년대비,몽골_명수,몽골_전년대비,미얀마_명수,미얀마_전년대비,이스라엘_명수,이스라엘_전년대비,몰디브_명수,몰디브_전년대비,스리랑카_명수,스리랑카_전년대비,사이프러스_명수,사이프러스_전년대비,부탄_명수,부탄_전년대비,요르단_명수,요르단_전년대비,네팔_명수,네팔_전년대비,예멘_명수,예멘_전년대비
,2월,2311009,0.03573751080663068,708318,0.1804945851624451,,,303391,0.57546787694992,160148,-0.02085485971423151,156555,0.03895543683843772,122667,-0.18345026826248456,92515,-0.024134257354725075,71633,-0.13449084142864043,53161,-0.11654535181307546,56077,0.34480443176095354,29361,-0.17562331536388143,40116,-0.08442314275932905,,,9399,0.08096607245543419,,,,,5515,,5400,0.018867924528301883,2078,-0.09965337954939346,1359,-0.13384321223709372,,,,,,,2607,-0.27280334728033473,,
,3월,2252565,0.16079167572770903,619196,0.26793747913889443,,,272757,0.6737665684830634,143644,0.12017093750487384,122387,-0.09885651594471812,127261,0.04826978360969014,78392,-0.09837253436080284,70585,0.07939687734161138,49127,0.11799644986573221,42362,0.1832299871515557,25316,-0.18211481924207673,35399,0.3488930381435049,,,11276,0.329246728751621,,,,,5748,,4100,0.05128205128205132,2663,0.2933462846041768,1398,0.17183570829840744,,,,,,,4021,0.4309608540925267,,
,4월,2230200,0.11290590600630845,638523,0.15126562536623722,,,281385,0.6136959276952281,115870,-0.0047328231161044565,114973,-0.017945914549771902,106526,-0.043674982718531985,66555,-0.21002029697681868,61106,-0.05880722075041589,44550,-0.08763234962829469,36684,0.20611540358375802,26576,-0.2694084011436112,18858,-0.13795940756993963,,,13566,0.3707183995150045,,,19981,0.14543682641595956,4043,,4300,0.48275862068965525,3008,-0.07559926244622006,825,-0.06884875846501126,,,,,,,2597,0.06609195402298851,,
,5월,2331565,0.1635519708718387,640355,0.14575803554175049,,,267909,0.4299233023233471,122684,0.09324541080021387,113488,-0.11813568936444663,111738,-0.029908927532708796,76389,-0.039651509246571015,64980,-0.10006232255383973,46720,-0.11451423372881997,41825,0.4965828174759366,28786,-0.1556376862607063,14430,-0.2827675331775933,,,13312,0.40614767085666004,,,,,4191,,3600,-0.027027027027026973,2647,-0.16074825618262523,892,-0.11066799601196409,,,,,,,1554,-0.10996563573883167,,
,6월,2323986,0.10764844437369359,606162,0.06554140877553505,,,271848,0.535335279931775,141562,0.05853410501443168,111640,0.029367018579134152,96260,-0.13181510710259303,64436,-0.10544071302633584,57787,-0.13438089816950782,45325,-0.08410289570998442,46460,0.5770536320434487,25749,-0.26626392727894455,15256,-0.2584455354104894,,,13396,0.3688943388514203,,,,,4255,,2900,0.11538461538461542,2531,0.04070723684210531,963,0.011554621848739455,,,,,,,1279,-0.3149437600428495,,
,7월,2495297,0.044298952853944806,607953,-0.05601171381279635,,,252396,0.3039071338902406,153523,0.006609185981706789,127190,-0.03742384682332467,98776,-0.10814959279123104,62696,-0.1209197980931015,59451,-0.1980061784187025,57823,-0.008623941295477167,64496,0.5229639424779806,37174,-0.1700935414015583,17107,-0.31820174564584913,,,14645,0.21444564225889384,,,48349,0.1376235294117647,5451,,2600,0.30000000000000004,2477,0.3345905172413792,1444,-0.00687757909215958,,,,,,,2415,0.21908127208480566,,
,8월,2519860,0.05641174845438801,593941,-0.043425392653292594,,,320714,0.33084631823557475,164137,0.0008292632361996954,129734,-0.08553665705686231,112959,-0.06677076362554835,71653,-0.04956890834328165,66052,-0.12569492243341984,62729,0.029069672063913865,61224,0.3109783516412925,35921,-0.12813106796116502,17822,-0.2150281888653982,,,15463,0.5225482473414731,,,,,4741,,2400,0.1428571428571428,2175,-0.021592442645074206,1583,0.18843843843843855,,,,,,,1874,-0.19258940112020684,,
,9월,2225756,-0.004803934719427638,479733,-0.13854206882929154,,,227249,0.06420871226666924,135484,0.007503253392823872,125236,0.011321607959041913,100119,-0.02259037614831161,77457,0.0756123979336778,58246,-0.04420741713160481,47734,0.00277299273139775,45255,0.12186717568606054,28569,-0.2685680636985074,13457,-0.2669281473007572,,,14241,0.3138665928591198,,,,,3784,,3600,0.2857142857142858,2566,-0.19535904672311066,970,-0.15652173913043477,,,,,,,2397,0.09202733485193626,,
,10월,2347876,0.05203454870352742,571176,-0.08013708337091097,,,303417,0.3808440243386291,132018,3.029981668611903e-05,122390,-0.12087517418724592,111400,-0.19250201149633583,90026,-0.044380990796862196,60240,-0.25193721438505856,53926,0.009283174246677905,47754,0.10772442588726516,30284,-0.0901333974281937,16045,-0.2882175494632242,,,15737,0.23099186483103873,,,8697,-0.010917775503241245,7374,,4300,-0.1568627450980392,3826,-0.14731446400713166,1066,-0.2056631892697467,,,,,,,3850,0.14994026284348871,,
,11월,2295810,0.030552392170206,588213,-0.05523735793538109,,,293481,0.3098555718213303,154561,0.04601318336243421,127935,0.018728649578366507,128753,0.004431095682022157,100382,0.022626093866199515,67685,-0.06609175577785442,50634,-0.02856704333979243,52851,0.24264654017069898,27676,-0.12625098658247824,22282,-0.24324140741747047,,,14001,0.47425502790354845,,,,,9218,,4400,0.1282051282051282,4098,-0.04874651810584962,1444,-0.17814456459874783,,,,,,,4532,0.2744656917885264,,
,12월,2495279,0.037563068049042414,681566,0.003919546917462657,,,324545,0.26229546453422126,175359,0.0861706937880542,174578,0.1631011945608507,136800,0.037165082108902237,109266,-0.038498429264085976,77216,0.0009722456281355818,42223,-0.0289991721092816,53174,0.04189199780547059,30020,0.20907003906721977,40457,0.10438675511151141,,,12663,0.3421303656597774,,,,,9941,,2300,0.21052631578947367,3343,-0.06957973838018372,1311,-0.11538461538461542,,,,,,,4017,0.03611039463502719,,
2019년,1월,2912331,0.01588925554105991,779383,-0.03039625984056049,4346567,0.03692384399027615,388977,0.22971793850414457,208075,0.052877925363693956,179900,-0.09207903303136589,161115,-0.04184904134354628,116976,-0.09569788566348425,99463,0.01637015767261718,72704,-0.037058620963683064,74964,0.09243526034304361,33620,0.0049920784384061,41364,-0.18157535466255115,203191,0.16505260743671335,16661,0.4295152295152296,149445,-0.007247435829303317,7386,0.031996646639653514,14435,0.6802467698754511,7800,0.368421052631579,3069,0.027108433734939652,2140,-0.1415964701163257,,,1408,0.4108216432865732,20322,0.35615615615615615,5089,-0.16230452674897122,,
,2월,2617946,0.13281514697692653,715804,0.01056869936949223,,,383205,0.263073064131764,184399,0.15142867847241304,180890,0.15544057998786376,143804,0.17231203176078336,114425,0.23682646057396095,86179,0.20306283416860937,62241,0.17080190365117276,64366,0.14781461205128665,31847,0.08467014066278389,31053,-0.22591983248579117,,,15147,0.6115544206830514,,,,,12266,1.2241160471441521,9300,0.7222222222222223,2582,0.24254090471607315,1606,0.18175128771155258,,,,,,,2723,0.04449558879938631,,
,3월,2334153,0.03622004248490063,585586,-0.05428006640869776,,,335612,0.2304432150228959,144519,0.006091448302748548,158794,0.29747440496131117,136225,0.07043791892252926,94907,0.21067200734768865,76409,0.08251044839555144,47168,-0.03987623913530236,47497,0.12121712855861388,27005,0.06671670090061621,22852,-0.3544450408203622,,,16326,0.4478538488825825,,,,,10947,0.9044885177453028,7400,0.8048780487804879,2505,-0.05933158092377022,1214,-0.1316165951359084,,,,,,,3297,-0.18005471275802043,,
,4월,2246417,0.007271545152901071,566624,-0.11260205192295347,,,338085,0.2015032784263553,118145,0.01963407266764472,130707,0.13684952119193206,97710,-0.08275913861404727,80214,0.20522875816993458,61573,0.007642457369161804,39464,-0.11416386083052754,39966,0.08946679751390252,26557,-0.0007149307645996084,15325,-0.1873475448085693,,,16641,0.2266696152145069,,,21378,0.06991642059956948,7596,0.8788028691565668,3800,-0.11627906976744184,3103,0.031582446808510634,677,-0.17939393939393944,,,,,,,2279,-0.12244897959183676,,
,5월,2401204,0.029867921331809377,603394,-0.05771954618922315,,,318326,0.18818703365695066,111911,-0.08781096149457146,138239,0.2180935429296489,106017,-0.05120012887289915,80273,0.050845016952702604,65763,0.01204986149584486,43561,-0.06761558219178088,43894,0.04946802151823082,26814,-0.06850552351837702,14007,-0.029313929313929288,,,19091,0.43411959134615374,,,,,6789,0.6198997852541159,4800,0.33333333333333326,2875,0.08613524744994328,334,-0.6255605381165918,,,,,,,1514,-0.025740025740025763,,
,6월,2495798,0.07392987737447654,611867,0.009411675426701072,,,314397,0.1565176127836143,140243,-0.009317472202992283,157495,0.4107398781798639,92229,-0.04187616870974442,68770,0.0672605375876838,60753,0.051326422897883583,45706,0.008405956977385554,53265,0.1464700817907878,30026,0.1661035380014757,14233,-0.06705558468799167,,,17996,0.34338608539862636,,,,,7535,0.7708578143360751,4000,0.3793103448275863,3224,0.27380482022915853,623,-0.3530633437175493,,,,,,,1210,-0.05394839718530098,,
,7월,2642585,0.059026240162994625,561675,-0.0761210159337975,,,321493,0.2737642434903882,166107,0.08196817414980173,167249,0.31495400581806754,78210,-0.20820847169352874,72797,0.16111075666709196,55372,-0.06861112512825684,59119,0.02241322657074174,69225,0.07332237658149343,39740,0.06902673911873891,16635,-0.027591044601625092,,,20158,0.3764424718333903,,,60875,0.25907464477031583,8305,0.5235736562098698,3100,0.1923076923076923,2522,0.018167137666531996,647,-0.5519390581717452,,,,,,,2067,-0.14409937888198754,,
,8월,2427634,-0.03659965236163909,308730,-0.4802008953751299,,,401038,0.25045367523712714,180418,0.09919152902758066,185334,0.4285692262629688,72166,-0.3611310298426863,93694,0.30760749724366043,62731,-0.05027856840065403,65643,0.046453793301343804,65245,0.06567685874820328,38923,0.08357228362239355,17039,-0.043934463023229675,,,17818,0.1522990364094936,,,,,7616,0.6064121493355832,3000,0.25,2308,0.06114942528735634,799,-0.4952621604548326,,,,,,,1914,0.02134471718249742,,
,9월,2049830,-0.0790410089875081,201252,-0.5804916484794667,,,339560,0.4942199965676417,145528,0.0741342151102713,152184,0.21517774441853788,40684,-0.5936435641586513,95639,0.23473669261654861,41590,-0.285959550870446,51660,0.08224745464448824,49658,0.09729311678267605,32773,0.1471525079631768,13772,0.023407891803522318,,,20076,0.40973246260796303,,,,,7431,0.9637949260042282,4800,0.33333333333333326,2815,0.09703819173811379,745,-0.2319587628865979,,,,,,,2013,-0.1602002503128911,,
,10월,2153847,-0.0826402246115212,197281,-0.6546055856688656,,,361113,0.19015414429646338,151047,0.14413943553151842,158380,0.2940599722199526,45591,-0.5907450628366248,125060,0.38915424432941603,43322,-0.2808432934926959,56598,0.04954938248711205,48241,0.01019809858859988,34880,0.15176330735702015,16917,0.05434714864443757,,,21997,0.3977886509499904,,,11640,0.33839254915488093,8949,0.21358828315703815,5000,0.16279069767441867,4587,0.19890224777835863,962,-0.09756097560975607,,,,,,,3035,-0.2116883116883117,,
,11월,2090192,-0.08956228956228951,205042,-0.6514153886432296,,,364260,0.2411706379629346,155728,0.007550416987467834,176185,0.3771446437644117,35402,-0.7250394165572841,139176,0.3864637086330218,42968,-0.36517692250867995,52765,0.04208634514357934,53496,0.012204121019469882,31588,0.14134990605578834,21688,-0.026658289202046492,,,16026,0.14463252624812517,,,,,9597,0.041115209372965866,4900,0.11363636363636354,3851,-0.06027330405075648,971,-0.32756232686980613,,,,,,,2929,-0.3537069726390115,,
,12월,2342310,-0.061303365274985255,247959,-0.6361922396363668,,,424736,0.30871219707590636,184839,0.05406052726121846,203965,0.1683316339974108,33387,-0.7559429824561403,160667,0.470420807936595,46903,-0.3925740779113137,49219,0.16569168462686212,63248,0.1894534923082709,34543,0.15066622251832107,29539,-0.2698667721284327,,,9435,-0.2549158967069415,,,,,10328,0.03892968514233974,2500,0.08695652173913038,3632,0.08644929703858817,1477,0.1266209000762777,,,,,,,3038,-0.24371421458800102,,
2020년,1월,2513030,-0.13710701153131288,316812,-0.593509224604591,,,468423,0.20424343855806382,200808,-0.034924906884536866,206062,0.14542523624235693,35908,-0.7771281382863172,152937,0.30742203528929,43108,-0.5665926022742125,70277,-0.03338193221830987,84734,0.13032922469452002,38830,0.15496728138013083,37206,-0.10052219321148825,40210,-0.8021073768031064,18660,0.11998079346977963,32302,-0.7838535916223359,4835,-0.3453831573246683,19363,-0.8267975025493318,17273,-0.714023178807947,2721,-0.1133919843597263,1577,-0.26308411214953276,,,142,-0.8991477272727273,6825,-0.6641570711544139,4559,-0.10414619768127331,,
,2월,1046779,-0.6001525623523174,143896,-0.7989729031969646,,,321967,-0.159804804217064,50549,-0.7258716153558317,115943,-0.3590414063795677,3302,-0.9770381908709076,22486,-0.8034870002184837,1207,-0.9859942677450423,16195,-0.7398017384039459,30679,-0.5233663735512537,25223,-0.20799447357678902,11364,-0.6340450198048497,,,13576,-0.1037169076384763,,,,,,,,,2847,0.10263361735089083,835,-0.48007471980074723,,,,,,,1956,-0.2816746235769372,,
,3월,143366,-0.9385790048895681,16669,-0.9715344970678944,,,28699,-0.9144875630192008,8451,-0.9415232599173811,14751,-0.9071060619418869,286,-0.9979005322077446,674,-0.9928983109781154,100,-0.9986912536481305,1198,-0.9746014246947082,3158,-0.9335115902056972,6083,-0.7747454175152749,3081,-0.8651759145807807,,,305,-0.9813181428396422,,,,,,,,,154,-0.9385229540918164,87,-0.92833607907743,,,,,,,290,-0.9120412496208674,,
,4월,31425,-0.9860110567183208,299,-0.9994723132094652,,,20952,-0.9934175471755019,0.01,-0.9999999153582462,79,-0.9993955947271378,27,-0.9997236720908812,124,-0.9984541351883711,0.01,-0.999999837591152,9,-0.9997719440502737,3,-0.9999249361957664,193,-0.9927326128704297,174,-0.9886460032626427,,,149,-0.9910462111651944,,,8,-0.9996257835157639,,,,,0,,0,-1,,,,,,,0,,,
,5월,37802,-0.9842570643727063,18,-0.9999701687454632,,,,,0.01,-0.9999999106432791,32,-0.9997685168440166,44,-0.9995849722214362,117,-0.9985424738081298,1,-0.9999847938810578,8,-0.9998163494869263,0,-1,168,-0.9937346162452451,363,-0.9740843863782395,,,11,-0.9994238122675606,,,,,,,,,0,,0,-1,,,,,,,0,,,
,6월,48353,-0.9806262365784411,122,-0.9998006102633415,,,,,0.01,-0.9999999286951934,47,-0.9997015778278675,83,-0.9991000661397175,164,-0.9976152392031409,4,-0.9999341596299771,48,-0.9989498096529996,20,-0.9996245189148597,252,-0.99160727369613,425,-0.9701398159207476,,,174,-0.9903311847077129,,,,,,,,,0,,0,-1,,,,,,,0,,,
,7월,65936,-0.9750486739310184,294,-0.9994765656295901,,,,,0,-1,202,-0.9987922199833781,104,-0.9986702467715126,333,-0.9954256356717996,0,-1,262,-0.9955682606268712,162,-0.9976598049837486,469,-0.9881982888777051,556,-0.9665764953411482,,,482,-0.9760888977081059,,,201,-0.9966981519507186,,,,,4,-0.9984139571768438,0,-1,,,,,,,0,,,
,8월,88888,-0.9633849254047356,749,-0.997573931914618,,,,,0,-1,344,-0.9981438915687354,24,-0.9996674334173987,600,-0.9935961747817363,0,-1,317,-0.9951708483768261,263,-0.9959690397731626,575,-0.9852272435321019,587,-0.9655496214566582,,,843,-0.952688292737681,,,,,,,,,4,-0.9982668977469671,0,-1,,,,,,,0,,,
,9월,76798,-0.9625344540766795,1426,-0.9929143561306223,,,,,0,-1,236,-0.9984492456500026,36,-0.9991151312555304,447,-0.9953261744685745,1,-0.9999759557585958,215,-0.995838172667441,345,-0.9930524789560594,644,-0.9803496780886706,658,-0.9522218995062446,,,802,-0.9600518031480375,,,,,,,,,14,-0.9950266429840142,0,-1,,,,,,,10,-0.9950322901142573,,
,10월,71970,-0.9665853702700331,2021,-0.989755729137626,,,,,10,-0.9999337954411541,323,-0.9979606010859957,24,-0.9994735803119037,336,-0.997313289620982,0,-1,277,-0.9951058341284145,174,-0.9963931095955723,907,-0.9739965596330276,592,-0.9650056156528936,,,521,-0.9763149520389144,,,16,-0.9986254295532646,,,,,26,-0.9943318072814475,0,-1,,,,,,,15,-0.9950576606260296,,
,11월,70686,-0.966182054088811,2825,-0.986222334936257,,,,,96,-0.99938354053221,321,-0.9981780514799784,60,-0.9983051804982769,309,-0.9977797896188998,10,-0.999767268665053,279,-0.9947124040557187,107,-0.9979998504561088,965,-0.969450424211726,596,-0.9725193655477683,,,572,-0.9643079995008111,,,,,,,,,38,-0.9901324331342508,0,-1,,,,,,,0,,,
,12월,80973,-0.9654302803642558,2808,-0.988675547167072,,,,,314,-0.9983012243087227,537,-0.9973671953521438,24,-0.999281157336688,384,-0.9976099634648061,2,-0.9999573588043409,437,-0.9911213149393527,105,-0.9983398684543385,1253,-0.9637263700315549,333,-0.988726768001625,,,541,-0.9426603073661897,,,,,,,,,87,-0.976046255506608,0,-1,,,,,,,114,-0.9624753127057275,,
2021년,1월,86143,-0.9657214597517738,2535,-0.9919984091511685,,,32500,-0.9613114121810721,314,-0.998436317278196,74,-0.99964088478225,23,-0.9993594742118748,331,-0.9978357101290074,0,-1,431,-0.9938671258021828,107,-0.998737224726792,207,-0.9946690703064641,400,-0.9892490458528195,,,872,-0.9532690246516613,13330,-0.5873320537428023,3,-0.9993795243019649,1080,-0.9442235190827868,848,-0.9509060383257106,68,-0.9750091877986035,0,-1,,,,,1031,-0.8489377289377289,,,,
,2월,68213,-0.9348353377360455,910,-0.99367598821371,,,,,241,-0.9952323488100655,571,-0.9950751662454826,29,-0.9912174439733494,289,-0.9871475584808325,0,-1,385,-0.9762272306267367,109,-0.9964470810652237,676,-0.9731990643460334,381,-0.9664730728616684,,,462,-0.9659693576900412,,,,,,,,,94,-0.9669827889005971,5,-0.9940119760479041,,,,,,,,,,
,3월,73999,-0.4838455421787593,1956,-0.882656428100066,,,,,388,-0.9540882735770915,407,-0.9724086502609992,11,-0.9615384615384616,314,-0.5341246290801187,1,-0.99,405,-0.6619365609348915,188,-0.9404686510449651,842,-0.8615814565181654,343,-0.8886725089256735,,,520,0.7049180327868851,,,,,,,,,122,-0.20779220779220775,7,-0.9195402298850575,,,,,,,,,,
,4월,71302,1.2689578361177407,1076,2.5986622073578594,,,,,373,-,129,0.6329113924050633,28,0.03703703703703698,394,2.1774193548387095,0,-,271,29.11111111111111,178,58.333333333333336,1119,4.7979274611398965,257,0.4770114942528736,,,444,1.9798657718120807,,,421,51.625,,,,,89,,2,,,,,,,,,,,
,5월,75416,0.9950267181630601,950,51.77777777777778,,,,,322,-,466,13.5625,26,-0.40909090909090906,235,1.0085470085470085,0,-,170,20.25,135,,799,3.7559523809523814,195,-0.4628099173553719,,,512,45.54545454545455,,,,,,,,,75,,1,,,,,,,,,,,
,6월,79446,0.6430417967861353,835,5.844262295081967,,,,,267,-,426,8.063829787234043,27,-0.6746987951807228,82,-0.5,2,-0.5,98,1.0416666666666665,96,3.8,813,2.2261904761904763,257,-0.3952941176470588,,,794,3.5632183908045976,,,,,,,,,57,,0,,,,,,,,,,,
,7월,101963,0.5463934724581412,1808,5.149659863945578,,,,,365,-,525,1.599009900990099,19,-0.8173076923076923,129,-0.6126126126126126,5,,202,-0.2290076335877863,125,-0.22839506172839508,280,-0.4029850746268657,338,-0.3920863309352518,,,1599,2.3174273858921164,,,604,2.0049751243781095,,,,,141,34.25,2,,,,,,,,,,,
,8월,137712,0.5492754927549275,1647,1.1989319092122832,,,,,264,-,656,0.9069767441860466,67,1.7916666666666665,302,-0.4966666666666667,2,,373,0.17665615141955837,238,-0.09505703422053235,164,-0.7147826086956521,380,-0.35264054514480414,,,1549,0.8374851720047449,,,,,,,,,183,44.75,3,,,,,,,,,,,
,9월,116615,0.5184640225005859,2224,0.5596072931276297,,,,,311,-,663,1.809322033898305,82,1.2777777777777777,394,-0.11856823266219241,1,0,519,1.4139534883720932,248,-0.2811594202898551,364,-0.4347826086956522,438,-0.3343465045592705,,,1160,0.44638403990024944,,,,,,,,,597,41.642857142857146,11,,,,,,,,,,,
,10월,124399,0.7284840905933028,1921,-0.04948045522018807,,,,,492,48.2,730,1.2600619195046439,132,4.5,287,-0.14583333333333337,2,,485,0.7509025270758123,372,1.1379310344827585,1281,0.41234840132304296,445,-0.24831081081081086,,,1907,2.6602687140115164,,,1284,79.25,,,,,1241,46.73076923076923,76,,,,,,,,,,,
,11월,147907,1.0924511218628865,2021,-0.28460176991150443,,,,,4171,42.447916666666664,827,1.5763239875389408,125,1.0833333333333335,248,-0.19741100323624594,3,-0.7,1600,4.734767025089606,354,2.308411214953271,1681,0.7419689119170985,1119,0.8775167785234899,,,2937,4.134615384615385,,,,,,,,,2582,66.94736842105263,162,,,,,,,,,,,
,12월,139426,0.721882602842923,1064,-0.621082621082621,,,,,4569,13.550955414012739,982,0.8286778398510242,57,1.375,295,-0.23177083333333337,6,2,2187,4.004576659038902,878,7.361904761904762,1271,0.014365522745410919,1521,3.5675675675675675,,,2450,3.5286506469500925,,,,,,,,,1600,17.39080459770115,120,,,,,,,,,,,
2022년,1월,147434,0.711502965998398,1264,-0.5013806706114399,,,,,2150,5.8471337579617835,,,15,-0.34782608695652173,294,-0.11178247734138969,11,,1953,3.531322505800464,757,6.074766355140187,1110,4.36231884057971,1331,2.3275,,,2796,2.206422018348624,,,1437,478,6854,5.3462962962962965,,,990,13.558823529411764,104,,,,,,,,,,,
,2월,112722,0.6525002565493381,913,0.003296703296703285,,,,,2369,8.8298755186722,10176,16.82136602451839,18,-0.3793103448275862,359,0.24221453287197225,8,,1972,4.1220779220779225,407,2.7339449541284404,1214,0.7958579881656804,1265,2.320209973753281,,,2016,3.3636363636363633,,,,,,,200,,633,5.73404255319149,117,22.4,,,,,,,,,,
,3월,145503,0.9662833281530832,6694,2.422290388548057,,,,,3539,8.121134020618557,4829,10.864864864864865,4,-0.6363636363636364,406,0.29299363057324834,3,2,2686,5.632098765432099,512,1.7234042553191489,1637,0.9441805225653206,1730,4.043731778425656,,,2925,4.625,,,,,,,500,,1270,9.40983606557377,200,27.571428571428573,,,,,,,,,,
,4월,215246,2.0187933017306667,7699,6.155204460966543,,,,,8720,22.378016085790886,10206,78.11627906976744,26,-0.0714285714285714,442,0.12182741116751261,8,,5578,19.583025830258304,3908,20.95505617977528,3100,1.770330652368186,3134,11.194552529182879,,,5234,10.788288288288289,,,7404,16.586698337292162,,,500,,2515,27.258426966292134,151,74.5,,,,,,,,,,
,5월,315945,3.1893629998939215,8805,8.26842105263158,,,,,16184,49.26086956521739,15624,32.527896995708154,163,5.269230769230769,493,1.097872340425532,7,,10614,61.43529411764706,6339,45.955555555555556,5480,5.858573216520651,4135,20.205128205128204,,,8763,16.115234375,,,,,,,700,,4105,53.733333333333334,63,62,,,,,,,,,,
,6월,412798,4.195957002240515,11168,12.374850299401198,,,,,25702,95.2621722846442,25111,57.94600938967136,169,5.2592592592592595,558,5.804878048780488,1,-0.5,16724,169.6530612244898,9203,94.86458333333333,7970,8.803198031980319,4637,17.042801556420233,,,9221,10.613350125944585,,,,,,,1100,,3405,58.73684210526316,102,,,,,,,,,,,
,7월,674022,5.610456734305582,20384,10.274336283185841,,,,,59226,161.26301369863015,55054,103.8647619047619,203,9.68421052631579,1181,8.155038759689923,3,-0.4,28570,140.43564356435644,21141,168.128,12942,45.22142857142857,6794,19.100591715976332,,,11394,6.125703564727955,,,36462,59.36754966887417,,,1100,,2744,18.46099290780142,87,42.5,,,,,,,,,,
,8월,702153,4.098705995120251,28515,16.313296903460838,,,173599,,66573,251.17045454545453,55573,83.71493902439025,365,4.447761194029851,1598,4.291390728476821,47,22.5,31174,82.57640750670241,20194,83.84873949579831,13629,82.10365853658537,6779,16.839473684210525,,,10372,5.695932859909619,,,,,,,900,,2398,12.103825136612022,111,36,,,,,,,,,,
,9월,619954,4.316245765982078,32764,13.732014388489208,,,119636,,58552,187.2700964630225,43695,64.90497737556561,495,5.036585365853658,1408,2.5736040609137056,261,260,26520,50.09826589595376,15469,61.375,14651,39.25,6599,14.0662100456621,,,12349,9.645689655172413,,,,,,,1500,,3634,5.0871021775544385,138,11.545454545454545,,,,,,,,,,
,10월,773480,5.217734869251361,122959,63.007808433107755,,,130185,,73225,147.83130081300814,49065,66.21232876712328,1442,9.924242424242424,4867,15.958188153310104,862,430,28294,57.338144329896906,18166,47.833333333333336,18294,13.281030444964872,6774,14.22247191011236,,,14726,6.722076560041951,,,8079,5.292056074766355,,,2400,,5654,3.5560032232070906,211,1.776315789473684,,,,,,,,,,
,11월,1041431,6.041120433786095,315421,155.07174666006927,,,144258,,92009,21.059218412850637,64882,77.4546553808948,2180,16.44,13240,52.38709677419355,208,68.33333333333333,31627,18.766875,20371,56.545197740113,19160,10.397977394408091,8847,6.906166219839142,,,10487,2.5706503234593123,,,,,,,1900,,4906,0.9000774593338496,237,0.462962962962963,,,,,,,,,,
,12월,1393343,8.993423034441209,456165,427.7265037593985,,,201489,,130517,27.565769314948568,93799,94.51832993890021,3268,56.333333333333336,26902,90.19322033898305,330,54,31817,13.548239597622313,29917,33.07403189066059,22086,16.37686860739575,12015,6.899408284023669,,,9586,2.9126530612244896,,,,,,,1700,,3693,1.308125,322,1.6833333333333331,,,,,,,,,,
2023년,1월,1782313,11.088887230896537,565251,446.19224683544303,,,258946,,,,127101,,6782,451.1333333333333,36536,123.27210884353741,2362,213.72727272727272,60454,29.954429083461342,,,27243,23.543243243243243,20636,14.50413223140496,,,14075,4.033977110157368,,,7142,3.9700765483646485,,,4300,,3087,2.118181818181818,450,3.3269230769230766,,,,,,,,,,
,2월,1724880,14.302070580720711,568622,621.8061336254108,,,301343,,,,127478,11.527319182389936,14204,788.1111111111111,59195,163.88857938718664,3512,438,64876,31.89858012170385,,,24712,19.355848434925864,18886,13.929644268774704,,,12659,5.279265873015873,,,,,,,6300,30.5,3266,4.15955766192733,508,3.3418803418803416,,,,,,,,,,
,3월,1472193,9.117956330797304,466810,68.73558410516881,,,250649,,,,107406,21.241872023193206,19312,4827,52300,127.81773399014779,4851,1616,35396,12.177959791511542,,,21512,12.1411117898595,13056,6.546820809248555,,,7974,1.7261538461538461,,,,,,,4900,8.8,2810,1.2125984251968505,479,1.395,,,,,,,,,,
,4월,1497105,5.955320888657629,467000,59.65722821145604,,,259357,,,,95103,8.318342151675486,21112,811,58950,132.3710407239819,8095,1010.875,31780,4.697382574399426,,,18436,4.9470967741935485,11520,2.675813656668794,,,9600,0.8341612533435232,,,,,,,3000,5,2994,0.19045725646123257,469,2.1059602649006623,,,,,,,,,,
,5월,1683022,4.326946145689915,515700,57.568994889267465,,,247538,,,,99340,5.3581669226830515,25909,157.95092024539878,,,13057,1864.2857142857142,39203,2.69351799510081,,,,,,,,,12104,0.3812621248430903,,,,,,,3800,4.428571428571429,,,498,6.904761904761905,,,,,,,,,,
,6월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
